path	bytes	kind	sha256	symlink_target	retention_class	reason_code	reason
tests/fixtures/input/fixtures/assets/fonts/sbit_missing_bitmap.ttf	5052	file	c06277b5b4334519c8bfdeac2f84eb6dc38e91a6a736aaecbcaea46af786f4c1	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_missing_range_array.ttf	5028	file	ee5712a0b54fca3c9e8cb3f04b9c6f79599af4b55310656ad1ddf8bae41a472e	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_missing_small_metrics_width.ttf	5056	file	032660eb048795dbb4369e7d1451c65ba99f230f391c25fa3328b622b7b4d4b7	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_missing_subtable_header.ttf	5036	file	117791991fa142b47e18b8b01ae9b6f0be1e015575e80e926c0dbc521cd98356	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_format1.ttf	5064	file	dfaddae9ec54241594955c7d34201c37a164414a83395ceaad029fab175b96c1	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_image_format5_missing_metrics.ttf	5056	file	c0b85b8dc8fda817ec870102c7fa2a36f9d8af10899a8d8d75741a4f7364a449	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_index_format5.ttf	5068	file	1048255b98af340d5db3600949fe9c658c4394c2aaefb74c4107085d803ad368	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_index_format5_huge_image_size.ttf	5064	file	a51bc7f02ec2b87f07b8c95cd59ce03e0835f6f184994dee721ae51e74d966f4	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_index_format5_huge_image_start.ttf	5068	file	80c70675b41ec93ac45522f85add42a6b6a5ad759e079784a2ff6a94c2ca2985	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_index_format5_missing_big_metrics.ttf	5056	file	6efa6ceef6263499ce8ab82298178b45800e2f9ab26e6d7ab0962549fa3c6568	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_index_format5_sparse_miss.ttf	5068	file	895fa7c5d4325cb864b7bd1da0a2d37814cb84e8c89b38a5d8705b8fd7a780ac	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_mono_index_format5_truncated_image.ttf	5068	file	5fe7b538b31bd87082ece17045a758585311cb01501f584a397bb3b780eba017	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_no_matching_strike.ttf	5052	file	33ab6c4ea736e00603793aaa43d5e67677e0a73b0eb3acc8bf68469522ccd9a4	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_range_miss.ttf	5052	file	7ca4e817fe20204cc7aebbb5f1e3c0fa18bf7b1353733654b433c581fe3506c5	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_strike_count_overflow.ttf	4980	file	024cb163e716a4627ae0af472732a907bd87b39059d1438866e8f5944e45d645	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_too_short_eblc.ttf	4980	file	e9c8602296191a2fa26035a32803c885607bcf1a0b7016cd5a728955e61104ad	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_two_strikes_y_mismatch.ttf	5136	file	f25dd208c70d5e8e8812118fcf0e0880b7c8a27bdf8ab1d41c92284a022ae563	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_unsupported_bit_depth_format1.ttf	5060	file	b2d895f1b8827e977665723d5fde0b3ee8aca9f333e8995f33c7a58f651a5012	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_unsupported_image_format.ttf	5060	file	fc4a77335438a9e20d0635e96e6b763dae5c620f51039a93d1d708846bbf21b8	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fixtures/assets/fonts/sbit_unsupported_index_format.ttf	5044	file	7b3bf11a783d9c67f83bb62d9c7082bb81ee2d78a95947387984659623efd6ef	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/font-sources/cjk-coverage.ttx	29920	file	d262bd1ed28f978c3a9f95192f3e4d8c648c3ccfa7db1225831fe52f8051d850	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/font-sources/cjk-width-order.ttx	5622	file	babcb3022b3ca2695b933f0556b2e0bb2627ee86e968cc7d818ddd35b20da5d1	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/font-sources/hinter-control-matrix.ttx	44793	file	887e03264ce2727ddd56e08f6f7c16b31658f7dd5d3417b9143b52514a65a17d	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/DejaVuSans.ttf	17572	file	4c44206cbb0238b4a07bac4c557a9254a2dc87941f6ebebfa1147c32dd73b29a	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/LiberationSerif-Regular.ttf	12564	file	2cf2f480ecb644a0702cfd687cc0dec3025b3601edd57bf11ba0c5fce9014a6e	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/NotoSans-Regular.ttf	9896	file	c950ae3feb035f6ebfbd5cf10c6c4de7e541edec43d636e3b6b9f38bd3209adc	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/PROVENANCE.md	2720	file	70bde487462a63332cd049a461b8d1504e149f4080e589034e5b067ff6497cb7	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/aat/feat-opbd-trak-prop.ttf	5044	file	001f2851870bec90f70918829b20fdf18122a738eb2a823001644a0b1f73d25f	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/aat/full-gx-valid.ttf	5256	file	749a62977b5c9a2d9c4e683e1c486a8fa4e2ea237179c10139f31c2743df35a5	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/aat/malformed-gx-table.ttf	4956	file	7e1f0c6031d111041407b25ae2eb12188240a4b942ac33e2d756c1f5930d84d3	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/aat/opbd-valid.ttf	4964	file	990fa525fde5a83049fecc9cbf9ff765a487e6fd2b8cda591f2b362c36c55b3b	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/aat/prop-valid.ttf	4960	file	915b4665f24e825086e6b6bd66b2603afe4b0c9d8eb9e0f4509bb84ad67a9faa	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/aat/trak-valid.ttf	4964	file	c57afaa61600ec2df2c3d178d27e7a3b659cd452f4fc081782abda7c5a1c23a6	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/arabic-neutral-first.ttf	1340	file	bddabe79ee8b0b42ed5a812e10f90880a59821263aa9209b0893f398ad48df51	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/arabic-neutral-round-skip.ttf	1400	file	f92ce0ecd5f989a57e0d9f1fed95d88e312017fb7e8ec35b6a6cb78b5e66d4db	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/arabic-standard-fallback.ttf	1360	file	6213726176a3f01b9add1d311a6ba3ea6f935a906ffdd3eba7d785d5b0b4e062	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/basic-latin.ttf	11748	file	e6bc1ae1a7f75533ef0df0b922eefff748fbdced177f4999ab55aa5031e1a585	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-blue-edge-cases.ttf	1356	file	ee130408d62af7b2256dc46be2a2a4a8fb3694cea7a14a0e8d92c30a8c5d9cd8	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-coverage.ttf	2644	file	da97fe25bfc3db0bdf02675d16c3f23c60cac1edad480b494ba354b69f0eaaeb	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-duplicate-edge.ttf	1352	file	3b285559d08b800a35e65b3e39750288a838a723f72cdf87b4eb72aa31ea5df4	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-empty-standard.ttf	1040	file	10a5ab97c1463487fbf8b6671e557a01f1500a2b1652e87d49e9c9765c859d4f	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-malformed-blue.ttf	1136	file	f24b500c50bff8898db5bee5c5c1b7d538ab39e1768b5d9e2f9c519e74090afe	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-many-widths.ttf	1284	file	949b22afeba1290f66dd52dcc805258b063f13d0a466090c3e131e2e358209cc	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-multi-width-snap.ttf	1152	file	17d6cb61594904e18c74f5334803471801b2d66af2778cb4f13943344d8cd427	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-quantized-widths.ttf	1160	file	970bd5d19d8734e8e6c148f817f432784bea478d1a60565933a0ec9be864d989	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-remaining-branches.ttf	1328	file	a70ef317d7a8b85ad8d5ba25a37554cad0fa6eb56b7163de6316ae71da7836a2	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-round-stem-light.ttf	1276	file	269c1f86b2ecd1b5268b70479f582feff150900b4c1777dcd60e6f6c1f745cc2	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-snap-below-standard.ttf	1220	file	9afaa4fab7ad69cdb24f5528b7c8b7a86dc4c1855b37d5b3962f3125f7a35947	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-tiny-stem.ttf	1024	file	2561899033049a9a48588a54a3a823ac45eb0519c4e91f1731abacc7414a2a8e	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-wide-stem-snap.ttf	1120	file	d86e4c8eab2c6fe8040db7e3737aca63ecee5538acff1e20297c93aa876069f5	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/cjk-width-order.ttf	688	file	b17d2e85af726748b5fea7150e2b0feb7cd3933d9221f07295d3aa33c57a6839	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/digit-notdef-cmap.ttf	1088	file	99ab69fa2b560bf2b3f32ded60ecb5db95e88e4d5e796453da9e4bad979b80d7	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/indic-coverage.ttf	12020	file	38431987e24ee03fb9ce8a44e820429237d7ac54626d885ceb567e93e5f4c023	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/khmer-sub-top-overlap.ttf	1432	file	77b61f407aed321ca1c6b84eca43c565d0653fc5a08db6bb1ab44618cd74b7a9	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-blue-delta.ttf	1184	file	ce0855655d1b8ea72e0e9238ee8dce7bce9e3c21d194d55cc72a29a8e053e0f1	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-blue-edge-cases.ttf	1320	file	f5ec55d2e7bdc143c7e041bdef75a01e25d4cd37d0592ca099b0370b3c6528e7	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-blue-overlap.ttf	1320	file	4930b78271d5f2590c5f6880f77853e23f3161d582df820663cb96d5c5a60f5c	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-empty-standard.ttf	1108	file	8b96c853174f15f190d88b44768acd3cd60523d0ee7dc342c8b9372cb2d451b6	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-greek-cyrillic.ttf	10960	file	b4ff2e5f559cf9d873230633830fb1d77bcdd83e6e426f9dcf501f2360450a01	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-low-upem.ttf	1244	file	e5c360e6ef4397551f7844fad934da76fda8ab6e6342086d17efd0ade2562b7d	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-malformed-standard.ttf	1176	file	053fcf674ea8a4e920b8a851931729bb63404452ea1af74ef17cd0d9c21f646a	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-many-widths.ttf	1268	file	daeec4ea3a902e77d18dce94b199a4789bc0e7088f282ab229f4e072e7be48e9	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-missing-standard.ttf	1184	file	2aecd4561e0854d5bcd6f8005934b7d7282b659e445dbb012cdf51df4de5a9b7	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-remaining-topology.ttf	1260	file	6a72a583a35a0668df01ce94f294e395e5321f757595c2372681f7cdeda6c2a6	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-small-ignore.ttf	1540	file	258d88ffff94cef7729a2a6ccef37f93e77af54062586c76fa55fa7c71b80b37	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-width-clusters.ttf	1116	file	886b0253ad9be0f4cf65ff60545079488e2285cabd583958ebca126c3a2c2c48	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/latin-x-height-rejection.ttf	1420	file	3f3c824b744a58be8082683bd4075e6af22ea1e8ed70ff4d4494407dc93baf9f	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/mixed-script-map.ttf	13996	file	edf39c8e3abd747750865cd44009a37351658c2afb65e2fbe5740f00e7037908	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/out-of-range-cmap-coverage.ttf	1128	file	296e48085c38c42be1659fa62069e822612694369fdb8e6dfbaefe6a0f371f4d	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/autohint/script-coverage.ttf	13996	file	edf39c8e3abd747750865cd44009a37351658c2afb65e2fbe5740f00e7037908	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/bdf/charset-registry.bdf	364	file	6987adfcc4575775d1a71135d04b5e6f86b001e25efdda1190330a19745b1ce6	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/bdf/properties-atoms-integers-cardinals.bdf	332	file	df58ed5d8df450dfb27a0fbbd5e3785512ce82df5510697eba79313765b9440e	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/bdf/sfnt-bdf-table.otb	5240	file	81adb1735aa8b4219324c3ff5002c6c51795e18038292b4ee99e37522f9177ff	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/bitmap/bitmap-only.pcf	8	file	eb7d3c86dc6101a84bd974eaf828b1554f26464410e14d3c7179268c20a13d92	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/fontinfo-populated.otf	964	file	f1cff1e46117830ae9acb404cc3a3e00e9200a123a6a24588f87931086db1f62	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/hybrid-otto-face-info.otf	1056	file	7be03762f6b9a3c63710b700929879e2a98819cfb7c9474811ece868cfac1001	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-charstrings-operand-missing.otf	2548	file	38e4484144b8ea3191d8cbf97ad902be8df20298421e9b7639e6daa586d7f7a1	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-escaped-top-dict-op-missing-charstrings.otf	2548	file	26655406597de2a4b29ea279c3e6dd409a12451d997f324970edf1644aaee00b	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-escaped-top-dict-op-overflow.otf	2548	file	dd395752ee46860faded187abf0ece43cffc9726dad0b5828585ae90ae42dc49	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-invalid-name-index-offsize.otf	2548	file	ec128677c68710f31962a3699d3c11f41cc1e3f76310a0f9ff5e2042202b6d00	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-name-index-offset-overflow.otf	2548	file	2e80e2eb7047a80933b7e44a1eb32dc834fbcce1182b562ab29ff5b486631e5c	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-name-index-offsets-out-of-order.otf	2548	file	792c0a6b79405c14ad1fbce5c225391291b93561814206c9079cf41e9f0226b3	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-short-header.otf	2548	file	7f93b58186e3a4b32dfcdf97df7b71373a323ca0f78e3e6609e9eaf99c0d6412	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-top-dict-invalid-number.otf	2548	file	122275cc186608bda283cfcf1afc3a7f41deda1e1987205aa63af6384c0f857b	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-top-dict-longint-operand-missing-charstrings.otf	2548	file	ffc1e2c1636467b4ea846786e6991208c11b7aff520ebfc9953799226fe7ddb9	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-top-dict-negative-operand-missing-charstrings.otf	2548	file	66b97de322aeec98c694e0541b4353f6dc9748e1aa1ebcbe09bb490a53df5281	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-top-dict-positive-operand-missing-charstrings.otf	2548	file	536502a3e42b5100f1f4e0f5a006a6e00c37e5c99a7d0f68c6bed26e78092532	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/malformed-top-dict-real-operand-missing-charstrings.otf	2548	file	82092cd337a87eae4f6333424d55363884f913521442b4128b4bbdfa79bc7f74	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/pure-cff-cubic-vmtx.otf	2704	file	cdab0231421ae95913c34dcd4a107e5060e721cf368de47fcaed56a67519aac9	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/pure-cff-cubic.otf	2548	file	8df99a048e363357ae40af63f0db4fee6a2483966c71b8d6f8b27e0cc4d50b64	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff/pure-cff-empty-tt-programs.otf	2596	file	dcb21bc644d27c3e97ebcd25109fabce284e09d1209f794330423a02622c9b6e	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cff2/fontinfo-invalid-argument.otf	804	file	6f457efaafee3496f42e8e2dd977acf39730a86252066135076050563949c4e3	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-format14-malformed-matrix.ttf	5344	file	b9ff229d8095d2f1fc951d0a723d2ddf57c3e2be0d67a8d23c773b789799ab6a	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-format14-non-uvs-platforms.ttf	4960	file	dab342a6073ed412fbb7995dcf2baed3226f96f62f39c545b5bba1abd76a7175	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-format14-only.ttf	5008	file	cae6fbf0103e76ff34861442af3d28a6cc176bcb0912463b2988295757896a5f	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-nonunicode-format6.ttf	4904	file	e903709aeefa4bf635378c58d74d07cb613ed5b5aecf197f847525384a4c6d4e	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-parser-matrix.ttf	2100	file	251fcf4680579e97ebf66f9d8f7d514cca408aa7534cbbf93145838a01fcf27c	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-platform0-variation.ttf	5048	file	ef27b1e135764bd2b424540346f03500d6c8a3170c85934914a13dd76a39f2b7	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-record-overflow.ttf	1732	file	217751378cbcd6731e921346cfc3bfb2bb65c34a27fc71d4809b383e0eb7fe10	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-short.ttf	1732	file	93678acbb630a23357628119d394667689c77cb7c17e6cb0f301feca892c6337	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/cmap-unsupported-only.ttf	1744	file	19667c565a1b95b6849779c1c11d07906f7c2f9f18b6aeb7bace43b7d6ada5af	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/format12-codepoint-zero-mapped.ttf	4928	file	c61e5e52510c3143f21d4d1344df886246116c81fbe09e92f4645df3e09e494d	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/format12-zero-start.ttf	1792	file	b089ca98274543c1229b9f67a79ed618d52ca6e8fdf22f2397657416487d0305	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/format4-range-offset.ttf	1796	file	5b3b0195e1d7bff2cdf16a9b66b01f5f71191a3ffca96633993b4bbe871aba47	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/format6-range.ttf	1760	file	bf004c57a16e1fc1d10ec646c2d7fe64439da1f7c8bf0d233741771d085cf413	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmap/format6-terminal.ttf	1752	file	b085a0e2a109dc724d22316aaa78639ec74057a677fb9619bd54dd2dbb038097	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/charmaps/apple-full-unicode-type13.ttf	4928	file	552f08efc559e58cc6ca09deea2c858865b98cea6d49cc43d4d66b89ad3185ed	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cid/FDArrayTest257.LICENSE.txt	4301	file	6a73f9541c2de74158c0e7cf6b0a58ef774f5a780bf191f2d7ec9cc53efe2bf2	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cid/FDArrayTest257.PROVENANCE.md	870	file	6d599c8ef2d6f782c8c6d835f033e49efae82378db09430c4f7988ac45c44232	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cid/fontinfo-populated.cid	900	file	8bad30fd383566771d5498ba12bbf04f941e876dc9538c50290ee46fae2c5f2e	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cid/ot-cff-cid-keyed.otf	145212	file	211f9ecb8b8064931f860e84bfe6e746e926273ef924990887ff2df13e6fede7	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cmap/cmap-default-iso-fallback-order.ttf	4960	file	b162819e8cf9a4c4ae5c5fab455ae14533670630322597d237eb54fdf8c0d24c	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cmap/cmap-default-ucs4-order.ttf	4952	file	39a9ebd7f150ebc0db28e679ed4de3f8e471794d1d8c4d37cc3b99c0c9f5cced	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cmap/cmap-default-unicode-fallback-order.ttf	4960	file	fb1305c09c2be376fd91dfc7d58a7dfe398c3f6675b0fb34ad67feed7236934f	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/cmap/cmap-format-language-matrix.ttf	5116	file	057e23f3fa264513c261e7ec2015990f6781659373528f2aa750faa94708580c	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/color/colr-v0-foreground-layer-ffff.ttf	684	file	a94c8f524e9339b1739bd58e700ee83b49eb7bd579cbabe74c444a8e5d29fe67	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/color/colr-v0-layer-control.ttf	17664	file	171a6f1afe9b4f384594a4f8297c6320e4a9f7e6ae46950f6142a9c9acd9d890	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/color/colr-v0-layers-cpal.ttf	17664	file	171a6f1afe9b4f384594a4f8297c6320e4a9f7e6ae46950f6142a9c9acd9d890	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
tests/fixtures/input/fonts/color/colr-v1-all-paints.ttf	18044	file	bed1ef05711c0da649c06a16b4f6a2349ce10172841d6a96b7ca1f4d3ddb8e93	-	keep-fixture-input	R04	Canonical maintained fixture input or its provenance/license record.
